label	content	text2
11	The Very Best of Asia: Heat of the Moment (1982–1990) is a collection for casual fans of hits like Heat of the Moment Only Time Will Tell Don't Cry and The Smile Has Left Your Eyes. It features three rare B-sides (Daylight Lying to Yourself and Ride Easy) as well as detailed liner notes. The tracks Sole Survivor and Here Comes the Feeling are edited single versions.	
12	W.W. and the Dixie Dancekings is a 1975 film directed by John G. Avildsen starring Burt Reynolds and written by Thomas Rickman. The 20th Century Fox film features the acting debuts of Jerry Reed and Brad Dourif.As of 2013 the film has not been released on DVD or any other home video format.	
4	Eivind Eckbo (born 10 August 1927) is a Norwegian politician lawyer and farmer.While working as a lawyer in Bø i Telemark he stood as the second candidate of Anders Lange's Party on the Telemark ballot in the Norwegian parliamentary election 1973. He was the interim chairman of Anders Lange's Party from the death of party chairman and founder Anders Lange in 1974 until 1975.	
6	The Chickasaw Octagon House built in 1871 by Cyrus Stocks is an historic octagonal house located on Court Street in Chickasaw Iowa. Also known as the Johnny Stocks Octagon House it was added to the National Register of Historic Places on July 17 1979.	
10	Schoenoplectus tabernaemontani (syn. Scirpus validus) is a species of flowering plant in the sedge family known by the common names softstem bulrush and great bulrush. It can be found throughout much of the world; it has been reported from every state in the United States (including Hawaii) and from every province and territory in Canada except Nunavut. It grows in moist and wet habitat and sometimes in shallow water.	
9	Gnathophausia ingens the giant red mysid is a species of lophogastrid crustacean with a pan-tropical distribution. The adults may reach 350 millimetres (14 in) long including the rostrum. Females may brood their young for up to 530 days. Brooding females live between 900 and 1400 m (3000 and 4600 ft) in the eastern Pacific Ocean off California. They do not feed during this time. When they feed they prey on smaller crustaceans.	
8	Amlahah (Persian: املحه‎ also Romanized as Amlaḩah; also known as Amlīḩeh and Melḩeh) is a village in Jaffal Rural District in the Central District of Shadegan County Khuzestan Province Iran. At the 2006 census its population was 158 in 31 families.	
11	Laufer was a rock band from Rijeka Croatia that was active between 1986 and 1996. They were briefly active again after 2003.They released two albums in 1994 The Best Off... under the minor label Corona and Pustinje (Deserts) under Croatia Records. In 2004 the former label released a compilation album Epitaf (Epitaph). The album The Best Off... was released again in 2010 by Dallas Records.	
0	ECi Software Solutions is a business management and e-commerce software publisher primarily serving small and medium sized businesses in the office products and furniture construction supplies hardware sanitation manufacturing and distribution industries. ECi is a subsidiary of eCommerce Industries Inc.ECi was founded in 1999 and is based in Fort Worth Texas.ECi holds a ‘Connect Conference’ a national meeting for its software users and strategic partners.	
11	The Partridge Family's Greatest Hits album was issued by Arista in 1989. It was never released on vinyl only on cassette and compact disc and is the first Partridge Family album to ever be released on CD. It contains 16 songs including the TV show's second theme song Come on Get Happy which never featured on a Partridge family album and two songs by David Cassidy as a solo act: Cherish and Could It Be Forever. It has liner notes by Danny Bonaduce and a Partridge Family trivia quiz.	
12	The Man from U.N.C.L.E. is an upcoming spy-fi action-adventure comedy film directed by Guy Ritchie and co-written by Lionel Wigram based on the 1964 MGM television series of the same name created by Sam Rolfe. The film stars Henry Cavill Armie Hammer Elizabeth Debicki Alicia Vikander and Hugh Grant. The film will be released on January 16 2015.	
12	Camino is a 2008 Spanish film directed by Javier Fesser. The film is based on the real story of Alexia González-Barros a girl who died from spinal cancer at fourteen in 1985 and is currently in process of canonization.The film is controversial because Alexia's siblings said it was a distortion of the girl's history. They also objected to Fesser's use of Alexia's full name in his dedication despite him having undertaken not to directly identify her.	
4	Louis-Napoléon Fortin (August 8 1850 – March 31 1892) was a physician and political figure in Quebec. He represented Montmagny in the Legislative Assembly of Quebec from 1876 to 1883 as a Liberal and then Conservative member.He was born in Cap-Saint-Ignace the son of Louis Fortin and Marguerite Bernier. Fortin was the grandson of Jean-Baptiste Fortin. He was educated at the Collège de Sainte-Anne-de-la-Pocatière and the Université Laval.	
10	Oxalis illinoensis the Illinois Woodsorrel is a species of flowering plant in the woodsorrel family. It is native to the United States where it is endemic to the Interior Low Plateaus of Illinois Indiana Kentucky and Tennessee. The limits of the range of this species are unclear due to its similarity to Oxalis grandis with which there has been confusion.Oxalis illinoensis is a perennial that produces yellow flowers with red-lined centers.	
0	Manchester University Press is the university press of the University of Manchester England and a publisher of academic books and journals. Manchester University Press has developed into an international publisher. It maintains its links with the University and is the third largest university press in the United Kingdom after Oxford University Press and Cambridge University Press.	
9	Haliclystus is a genus of stalked jellyfish that contains 11 species and one nomen nudum (Haliclystus sanjuanensis). It is the largest genus of any in the order Stauromedusae. Members of this genus are found in the Pacific Atlantic Indian Arctic and Southern oceans. Two members of this genus Haliclystus kerguelensis and Haliclystus antarcticus are found in the Southern hemisphere only.	
1	The Deerfield Public School District was in Lenawee County Michigan and covered the area of Deerfield Township. It has one building in Deerfield Michigan which handled a majority of the classes from Kindergarten through 12th Grade. Some 11th and 12th grade students also attend classes at Lenawee VO-TECH in Adrian Michigan.	
2	Anthony 'Tony' Barber (born 20 April 1963 North Middlesex Hospital Edmonton London England) is a former bassist of the British pop-punk band Buzzcocks.He was a member of post-punk band Lack of Knowledge between 1979 and 1985 and Boys Wonder between 1987 and 1988. He joined Buzzcocks in 1992.	
